-377 1 -377.000000 0.000000
-357 1 -374.723270 0.000000
-341 1 -372.446541 0.000000
-339 2 -370.169811 0.000000
-335 1 -367.893082 0.000000
-329 2 -365.616352 0.000000
-327 1 -363.339623 0.000000
-321 2 -361.062893 0.000000
-319 1 -358.786164 0.000000
-317 2 -356.509434 0.000000
-315 2 -354.232704 0.000000
-313 2 -351.955975 0.000000
-311 1 -349.679245 0.000000
-309 1 -347.402516 0.000000
-301 2 -345.125786 0.000000
-299 1 -342.849057 0.000000
-297 1 -340.572327 0.000000
-295 1 -338.295597 0.000000
-291 3 -336.018868 0.000000
-289 1 -333.742138 0.000000
-287 4 -331.465409 0.000000
-285 1 -329.188679 0.000000
-283 1 -326.911950 0.000000
-277 4 -324.635220 0.000000
-275 1 -322.358491 0.000000
-273 2 -320.081761 0.000000
-271 2 -317.805031 0.000000
-269 2 -315.528302 0.000000
-267 1 -313.251572 0.000000
-265 1 -310.974843 0.000000
-263 2 -308.698113 0.000000
-261 3 -306.421384 0.000000
-259 4 -304.144654 0.000000
-257 2 -301.867925 0.000000
-255 2 -299.591195 0.000000
-253 5 -297.314465 0.000000
-251 4 -295.037736 0.000001
-249 1 -292.761006 0.000001
-247 5 -290.484277 0.000001
-245 1 -288.207547 0.000001
-243 3 -285.930818 0.000001
-241 4 -283.654088 0.000001
-239 3 -281.377358 0.000001
-237 7 -279.100629 0.000001
-235 6 -276.823899 0.000001
-233 1 -274.547170 0.000001
-231 8 -272.270440 0.000001
-229 3 -269.993711 0.000001
-227 2 -267.716981 0.000001
-225 3 -265.440252 0.000001
-223 9 -263.163522 0.000001
-221 2 -260.886792 0.000001
-219 5 -258.610063 0.000001
-217 10 -256.333333 0.000001
-215 9 -254.056604 0.000002
-213 10 -251.779874 0.000002
-211 13 -249.503145 0.000002
-209 2 -247.226415 0.000002
-207 9 -244.949686 0.000002
-205 11 -242.672956 0.000002
-203 14 -240.396226 0.000002
-201 10 -238.119497 0.000002
-199 12 -235.842767 0.000002
-197 10 -233.566038 0.000003
-195 15 -231.289308 0.000003
-193 18 -229.012579 0.000003
-191 18 -226.735849 0.000003
-189 18 -224.459119 0.000003
-187 14 -222.182390 0.000003
-185 11 -219.905660 0.000004
-183 16 -217.628931 0.000004
-181 11 -215.352201 0.000004
-179 13 -213.075472 0.000004
-177 16 -210.798742 0.000004
-175 10 -208.522013 0.000005
-173 15 -206.245283 0.000005
-171 18 -203.968553 0.000005
-169 16 -201.691824 0.000005
-167 22 -199.415094 0.000005
-165 24 -197.138365 0.000006
-163 20 -194.861635 0.000006
-161 17 -192.584906 0.000006
-159 19 -190.308176 0.000007
-157 15 -188.031447 0.000007
-155 31 -185.754717 0.000007
-153 22 -183.477987 0.000007
-151 23 -181.201258 0.000008
-149 26 -178.924528 0.000008
-147 25 -176.647799 0.000008
-145 26 -174.371069 0.000009
-143 20 -172.094340 0.000009
-141 26 -169.817610 0.000009
-139 34 -167.540881 0.000010
-137 28 -165.264151 0.000010
-135 30 -162.987421 0.000011
-133 38 -160.710692 0.000011
-131 40 -158.433962 0.000011
-129 29 -156.157233 0.000012
-127 22 -153.880503 0.000012
-125 40 -151.603774 0.000013
-123 44 -149.327044 0.000013
-121 46 -147.050314 0.000014
-119 36 -144.773585 0.000014
-117 31 -142.496855 0.000014
-115 49 -140.220126 0.000015
-113 38 -137.943396 0.000015
-111 37 -135.666667 0.000016
-109 43 -133.389937 0.000016
-107 53 -131.113208 0.000017
-105 44 -128.836478 0.000017
-103 35 -126.559748 0.000018
-101 56 -124.283019 0.000018
-99 46 -122.006289 0.000019
-97 56 -119.729560 0.000019
-95 38 -117.452830 0.000020
-93 59 -115.176101 0.000021
-91 58 -112.899371 0.000021
-89 54 -110.622642 0.000022
