-87 47 -108.345912 0.000022
-85 62 -106.069182 0.000023
-83 46 -103.792453 0.000023
-81 47 -101.515723 0.000024
-79 51 -99.238994 0.000024
-77 68 -96.962264 0.000025
-75 70 -94.685535 0.000025
-73 55 -92.408805 0.000026
-71 52 -90.132075 0.000027
-69 62 -87.855346 0.000027
-67 64 -85.578616 0.000028
-65 49 -83.301887 0.000028
-63 51 -81.025157 0.000029
-61 54 -78.748428 0.000029
-59 61 -76.471698 0.000030
-57 72 -74.194969 0.000030
-55 68 -71.918239 0.000031
-53 61 -69.641509 0.000031
-51 66 -67.364780 0.000032
-49 72 -65.088050 0.000032
-47 68 -62.811321 0.000033
-45 58 -60.534591 0.000033
-43 62 -58.257862 0.000034
-41 80 -55.981132 0.000034
-39 73 -53.704403 0.000035
-37 74 -51.427673 0.000035
-35 76 -49.150943 0.000035
-33 88 -46.874214 0.000036
-31 91 -44.597484 0.000036
-29 72 -42.320755 0.000036
-27 87 -40.044025 0.000037
-25 72 -37.767296 0.000037
-23 89 -35.490566 0.000037
-21 78 -33.213836 0.000038
-19 86 -30.937107 0.000038
-17 86 -28.660377 0.000038
-15 74 -26.383648 0.000039
-13 92 -24.106918 0.000039
-11 79 -21.830189 0.000039
-9 76 -19.553459 0.000039
-7 63 -17.276730 0.000039
-5 78 -15.000000 0.000039
-3 71 -12.723270 0.000040
-1 89 -10.446541 0.000040
1 91 -8.169811 0.000040
3 86 -5.893082 0.000040
5 86 -3.616352 0.000040
7 85 -1.339623 0.000040
9 69 0.937107 0.000040
11 73 3.213836 0.000040
13 88 5.490566 0.000040
15 76 7.767296 0.000040
17 68 10.044025 0.000040
19 77 12.320755 0.000040
21 76 14.597484 0.000039
23 78 16.874214 0.000039
25 88 19.150943 0.000039
27 95 21.427673 0.000039
29 62 23.704403 0.000039
31 81 25.981132 0.000039
33 81 28.257862 0.000038
35 79 30.534591 0.000038
37 67 32.811321 0.000038
39 68 35.088050 0.000038
41 73 37.364780 0.000037
43 89 39.641509 0.000037
45 86 41.918239 0.000037
47 69 44.194969 0.000036
49 79 46.471698 0.000036
51 73 48.748428 0.000035
53 71 51.025157 0.000035
55 73 53.301887 0.000035
57 65 55.578616 0.000034
59 72 57.855346 0.000034
61 74 60.132075 0.000033
63 67 62.408805 0.000033
65 55 64.685535 0.000032
67 71 66.962264 0.000032
69 57 69.238994 0.000031
71 53 71.515723 0.000031
73 73 73.792453 0.000030
75 62 76.069182 0.000030
77 48 78.345912 0.000029
79 69 80.622642 0.000029
81 58 82.899371 0.000028
83 70 85.176101 0.000028
85 58 87.452830 0.000027
87 60 89.729560 0.000027
89 60 92.006289 0.000026
91 61 94.283019 0.000026
93 55 96.559748 0.000025
95 45 98.836478 0.000024
97 55 101.113208 0.000024
99 56 103.389937 0.000023
101 41 105.666667 0.000023
103 50 107.943396 0.000022
105 43 110.220126 0.000022
107 52 112.496855 0.000021
109 42 114.773585 0.000021
111 43 117.050314 0.000020
113 36 119.327044 0.000020
115 48 121.603774 0.000019
117 42 123.880503 0.000019
119 34 126.157233 0.000018
121 40 128.433962 0.000017
123 30 130.710692 0.000017
125 42 132.987421 0.000016
127 27 135.264151 0.000016
129 54 137.540881 0.000015
131 37 139.817610 0.000015
133 30 142.094340 0.000015
135 35 144.371069 0.000014
137 35 146.647799 0.000014
139 27 148.924528 0.000013
141 29 151.201258 0.000013
143 32 153.477987 0.000012
145 27 155.754717 0.000012
147 26 158.031447 0.000011
149 30 160.308176 0.000011
151 19 162.584906 0.000011
153 19 164.861635 0.000010
155 23 167.138365 0.000010
157 25 169.415094 0.000009
159 16 171.691824 0.000009
161 18 173.968553 0.000009
163 20 176.245283 0.000008
165 25 178.522013 0.000008
167 16 180.798742 0.000008
169 12 183.075472 0.000007
171 19 185.352201 0.000007
173 15 187.628931 0.000007
175 12 189.905660 0.000007
177 14 192.182390 0.000006
179 21 194.459119 0.000006
181 16 196.735849 0.000006
183 14 199.012579 0.000006
185 13 201.289308 0.000005
187 13 203.566038 0.000005
189 13 205.842767 0.000005
191 20 208.119497 0.000005
193 12 210.396226 0.000004
195 17 212.672956 0.000004
197 8 214.949686 0.000004
199 11 217.226415 0.000004
201 12 219.503145 0.000004
203 10 221.779874 0.000003
205 16 224.056604 0.000003
207 7 226.333333 0.000003
209 9 228.610063 0.000003
211 8 230.886792 0.000003
213 9 233.163522 0.000003
215 6 235.440252 0.000002
217 8 237.716981 0.000002
219 5 239.993711 0.000002
221 8 242.270440 0.000002
223 9 244.547170 0.000002
225 7 246.823899 0.000002
227 5 249.100629 0.000002
229 4 251.377358 0.000002
231 5 253.654088 0.000002
233 7 255.930818 0.000002
235 5 258.207547 0.000001
237 6 260.484277 0.000001
239 7 262.761006 0.000001
241 5 265.037736 0.000001
243 2 267.314465 0.000001
245 5 269.591195 0.000001
247 4 271.867925 0.000001
249 4 274.144654 0.000001
251 2 276.421384 0.000001
253 3 278.698113 0.000001
255 4 280.974843 0.000001
257 2 283.251572 0.000001
259 2 285.528302 0.000001
261 2 287.805031 0.000001
263 2 290.081761 0.000001
265 4 292.358491 0.000001
267 3 294.635220 0.000001
269 4 296.911950 0.000000
271 1 299.188679 0.000000
273 4 301.465409 0.000000
275 1 303.742138 0.000000
277 1 306.018868 0.000000
279 2 308.295597 0.000000
281 3 310.572327 0.000000
283 2 312.849057 0.000000
287 1 315.125786 0.000000
291 1 317.402516 0.000000
293 2 319.679245 0.000000
299 1 321.955975 0.000000
301 1 324.232704 0.000000
303 1 326.509434 0.000000
305 1 328.786164 0.000000
311 1 331.062893 0.000000
313 1 333.339623 0.000000
315 1 335.616352 0.000000
317 2 337.893082 0.000000
319 1 340.169811 0.000000
323 2 342.446541 0.000000
329 1 344.723270 0.000000
347 1 347.000000 0.000000
